"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Europe and Northern America","Sweden","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","66.43","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Sweden","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","68.31","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Sweden","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","70.43","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Sweden","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","73.41","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Sweden","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","75.11","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Sweden","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2020","79.12","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Sweden","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","85.94","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Sweden","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","83.90","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Eswatini","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","6.18","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Latin America and the Caribbean","Sint Maarten (Dutch part)","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","4.19","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Latin America and the Caribbean","Sint Maarten (Dutch part)","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","4.20","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Latin America and the Caribbean","Sint Maarten (Dutch part)","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","3.38","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Latin America and the Caribbean","Sint Maarten (Dutch part)","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2023","3.66",""
"SDG: Sub-Saharan Africa","Seychelles","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","3.50","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Seychelles","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","7.25","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Seychelles","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","16.43","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Seychelles","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","25.64","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Seychelles","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","42.21","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Seychelles","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","38.86","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Seychelles","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","41.30","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Seychelles","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2020","26.93","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Seychelles","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","26.87","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Seychelles","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","13.93","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Seychelles","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2023","14.03","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Northern Africa and Western Asia","Syrian Arab Republic","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","33.14","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Northern Africa and Western Asia","Syrian Arab Republic","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","47.38","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Northern Africa and Western Asia","Syrian Arab Republic","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","51.17","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Northern Africa and Western Asia","Syrian Arab Republic","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","46.58","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","13.59","SOURCE:  UIS Dynamic Template based on 2013-14 Education Digest (https://www.gov.tc/education/reports)"
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","12.52","SOURCE:  UIS Dynamic Template based on 2014-15 Education Digest (https://www.gov.tc/education/reports)"
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","11.14","SOURCE:  UIS Dynamic Template based on 2015-16 Education Digest (https://www.gov.tc/education/reports)"
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","11.84","SOURCE:  UIS Dynamic Template based on 2016-17 Education Digest (https://www.gov.tc/education/reports)"
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","11.36","SOURCE:  UIS Dynamic Template based on 2017-18 Education Digest (https://www.gov.tc/education/reports)"
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","11.76","SOURCE:  UIS Dynamic Template"
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","17.09","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Latin America and the Caribbean","Turks and Caicos Islands","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2023","25.29","SOURCE:  UIS Dynamic template based on data provided by country"
"SDG: Sub-Saharan Africa","Chad","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","3.50","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Sub-Saharan Africa","Chad","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","3.33","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Sub-Saharan Africa","Chad","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2020","4.53","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Sub-Saharan Africa","Togo","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","11.09","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Sub-Saharan Africa","Togo","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","10.77","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Sub-Saharan Africa","Togo","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","11.04","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Sub-Saharan Africa","Togo","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","12.32","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
